0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,Target
-0.11756005,0.045050025,-0.13341464,0.030641694,-0.115353264,0.14912106,0.16562411,0.19379325,-0.069320686,-0.07906734,-0.17622839,0.12566753,0.030938776,0.18291296,-0.11459492,-0.1424173,0.0027513427,-0.20278169,-0.089010954,0.012658815,-0.10132379,0.09947956,-0.019262852,0.162538,0.24764562,-0.060531136,-0.17854807,0.06735192,-0.04122727,-0.12858742,-0.0528131,-0.15714207,-0.026791194,0.008325098,0.069628865,-0.048762824,0.16293582,-0.23032801,0.022154545,0.0753297,-0.008214785,-0.027874317,0.022689374,-0.1078413,0.03073996,-0.09611123,0.06339819,0.11044575,0.21354389,-0.07702064,-0.060867824,-0.28849858,0.004815196,-0.052889686,0.077069975,-0.10245316,-0.01273612,0.039542373,0.08853333,0.14858668,-0.04491215,-0.055507462,-0.18656322,0.18326119,0.07988974,0.032559045,0.08461088,0.022300744,-0.16103145,0.07462214,0.077039704,-0.08953798,0.06978927,-0.119910054,0.015420498,-0.048631575,0.06868086,0.031960003,-0.03571823,-0.1671942,0.042428818,-0.04270796,-0.13151501,0.105364576,-0.12572691,0.16194975,-0.12980883,-0.15721135,0.024798691,0.020934641,-0.04579463,0.035498086,0.105435915,-0.21165368,0.1620461,0.022811422,-0.036039557,0.06833035,-0.17091663,-0.10177463,0
-0.09009718,0.034198213,-0.10328722,0.018808896,-0.07664743,0.11321983,0.122883014,0.14187679,-0.05740213,-0.059411082,-0.12940963,0.092948906,0.023266895,0.13424599,-0.082218096,-0.10592143,0.0023762381,-0.15637513,-0.069164544,0.009967642,-0.07973068,0.077230826,-0.010351136,0.120304614,0.18898374,-0.047033604,-0.13477379,0.042332336,-0.033747558,-0.09630266,-0.042913377,-0.11503959,-0.030206352,0.011216515,0.056566704,-0.038790938,0.12269253,-0.17671022,0.014583493,0.054292712,-0.0029375404,-0.022654152,0.016580831,-0.082776636,0.02805156,-0.07518905,0.04354369,0.08242181,0.16077024,-0.06173329,-0.04022126,-0.21406531,0.008844993,-0.040652394,0.057689503,-0.06928143,-0.010715056,0.033036456,0.06343117,0.11221696,-0.029993622,-0.03571963,-0.14030255,0.14460494,0.057599176,0.026720589,0.06350374,0.016323453,-0.12291973,0.055332027,0.0576242,-0.07074969,0.058130827,-0.08716166,0.013154021,-0.035367656,0.058939323,0.019073553,-0.027588874,-0.12450116,0.035738017,-0.030025184,-0.09654316,0.075261205,-0.08965197,0.12219896,-0.10356165,-0.119908445,0.020631183,0.018197434,-0.028398758,0.024832498,0.0826791,-0.15687384,0.12448936,0.011945429,-0.030219473,0.043242496,-0.13012728,-0.074840955,1
-0.13623324,0.048269913,-0.14321367,0.03400145,-0.11552369,0.16341709,0.17609288,0.21452217,-0.075407565,-0.08524423,-0.18883556,0.13448991,0.033924244,0.20012236,-0.12533663,-0.16262828,0.00033495482,-0.22824419,-0.09779104,0.017160466,-0.11588514,0.1042724,-0.023834324,0.17602646,0.2706981,-0.07105826,-0.19688617,0.065737315,-0.050846234,-0.1455942,-0.061836544,-0.17198129,-0.035862196,0.013837553,0.07539083,-0.05422469,0.1805917,-0.2615594,0.028197259,0.08396242,-0.009481103,-0.031917688,0.029468404,-0.12541854,0.038882356,-0.11016738,0.06783407,0.11842498,0.23707902,-0.082136504,-0.06279529,-0.3146232,0.011150442,-0.057226498,0.07754608,-0.106500804,-0.011279884,0.047875773,0.08921667,0.16263317,-0.049293578,-0.05673781,-0.21210808,0.20153736,0.088220425,0.03755061,0.092978485,0.024276344,-0.17221646,0.077550165,0.0896968,-0.09619544,0.0797643,-0.13460363,0.01894487,-0.052603047,0.08182117,0.02573201,-0.045032036,-0.18444467,0.048195746,-0.048591033,-0.14024928,0.11844567,-0.1394815,0.18609881,-0.14337192,-0.1697679,0.027587688,0.028963244,-0.046409424,0.034782913,0.118629664,-0.22762115,0.17935781,0.0222765,-0.035563692,0.07347753,-0.19078307,-0.114693075,1
-0.12392599,0.046910346,-0.13643335,0.03475743,-0.12124786,0.14788868,0.16876501,0.20417586,-0.06954878,-0.08330704,-0.18092988,0.124679916,0.029201506,0.18601032,-0.118531294,-0.15210056,0.0018111404,-0.20623904,-0.09129452,0.0143749565,-0.10387849,0.09981313,-0.021237312,0.16601251,0.25592706,-0.059032083,-0.17392927,0.06922772,-0.048307423,-0.12952338,-0.057011165,-0.16131808,-0.027876107,0.01131033,0.07378364,-0.04524688,0.17340074,-0.23916568,0.020497471,0.08023439,-0.010457035,-0.026281232,0.021264752,-0.10986931,0.028987546,-0.10238623,0.069974035,0.1143832,0.22419049,-0.086256176,-0.064028054,-0.2976897,0.00059278053,-0.05556699,0.08082289,-0.10557384,-0.01512883,0.03928354,0.08595325,0.15201898,-0.045480963,-0.059224237,-0.19420518,0.1865284,0.083437085,0.034215886,0.087994836,0.020264871,-0.16006489,0.079577945,0.077681355,-0.093968414,0.06900337,-0.12431499,0.014879233,-0.052568827,0.068064325,0.035982385,-0.042930372,-0.17627853,0.041604687,-0.044357486,-0.12800802,0.11084484,-0.12625104,0.17077295,-0.13171759,-0.16366056,0.02591625,0.022573365,-0.0503371,0.03502625,0.10947751,-0.22053228,0.16479045,0.028665656,-0.037858095,0.07437106,-0.17488831,-0.10812028,1
-0.11133189,0.040323816,-0.12150518,0.029199775,-0.10223805,0.13560165,0.14871319,0.18018645,-0.070040196,-0.07630633,-0.1592931,0.1211158,0.030887535,0.16794603,-0.10699678,-0.13581225,-0.0013384076,-0.18865134,-0.08646349,0.014805706,-0.09618897,0.09117104,-0.014458451,0.14767352,0.22874631,-0.058263678,-0.16310443,0.056259945,-0.04431267,-0.118411556,-0.05025065,-0.146405,-0.030426012,0.0111144185,0.067288056,-0.048399154,0.14978562,-0.21812545,0.01783548,0.070746176,-0.004682727,-0.023274262,0.021966157,-0.10367084,0.030349823,-0.08743381,0.05945674,0.10355643,0.20163958,-0.074203536,-0.04971796,-0.26638582,0.0076261405,-0.045708075,0.06716421,-0.089973934,-0.012426396,0.041053694,0.07514132,0.13773397,-0.043102868,-0.048211616,-0.17774668,0.1687782,0.07238765,0.034015473,0.08080074,0.018138988,-0.14953022,0.06632796,0.072634794,-0.08390701,0.06539094,-0.11399496,0.017257353,-0.041655835,0.06373845,0.027110022,-0.03362858,-0.15147127,0.040028714,-0.042133734,-0.11764199,0.09923088,-0.11489474,0.1562499,-0.119356714,-0.1425868,0.026552808,0.023836765,-0.040728904,0.03437515,0.1011061,-0.19264022,0.14836293,0.018665005,-0.034644883,0.06405173,-0.1614196,-0.09739074,1
-0.11408758,0.042694584,-0.12203672,0.026796136,-0.109958254,0.14077513,0.15038875,0.1814527,-0.06579323,-0.07380727,-0.1616351,0.11628918,0.028869644,0.17356604,-0.10700867,-0.13047852,0.0014984962,-0.18872745,-0.08597265,0.01523306,-0.094933614,0.09243138,-0.017901631,0.15477358,0.22991419,-0.053928144,-0.16736229,0.06554965,-0.03857507,-0.123730324,-0.049717177,-0.14786838,-0.030767988,0.014453562,0.06984553,-0.043604575,0.15305224,-0.22014463,0.013476968,0.07016964,-0.009214146,-0.027489904,0.02246338,-0.1056424,0.029864803,-0.0906502,0.05910173,0.10259153,0.20468283,-0.07355867,-0.049426638,-0.275544,0.0077207386,-0.05029916,0.069937006,-0.09583044,-0.013142985,0.037232883,0.08231208,0.13840368,-0.03941085,-0.044725377,-0.18096554,0.17311117,0.07725005,0.03514471,0.078292,0.01568839,-0.1514636,0.068116106,0.07507114,-0.08239416,0.063751094,-0.11488918,0.014458483,-0.046933517,0.06391115,0.026292508,-0.029490108,-0.15408437,0.03997531,-0.04373517,-0.12202027,0.09620635,-0.1182966,0.15261586,-0.12142988,-0.14812998,0.022414181,0.02070167,-0.045248166,0.034305852,0.09514432,-0.19786361,0.15186968,0.01943561,-0.03379014,0.063513435,-0.15728343,-0.09653759,1
-0.15285546,0.005800724,-0.18440454,-0.012169211,-0.09311803,0.24275176,0.27912188,0.2762017,-0.12706983,-0.074777916,-0.2402952,0.19927715,0.036408957,0.23362404,-0.17476912,-0.19381158,-0.06584703,-0.3545086,-0.15842362,0.005492806,-0.14022778,0.16466771,0.0028943783,0.24813974,0.39395553,-0.060436722,-0.31235972,0.09221422,-0.04320684,-0.19831425,-0.10263192,-0.19708934,-0.10396187,0.043550175,0.15003926,-0.08644921,0.23101543,-0.37028208,0.0036524653,0.06434642,0.03448108,-0.08342932,-0.0021834585,-0.17640495,0.12280364,-0.11518629,0.060638595,0.14207546,0.32978484,-0.08840165,-0.015517132,-0.38173866,0.09071622,-0.08938747,0.09934595,-0.12748377,-0.006339091,0.07460149,0.12697995,0.23823988,-0.0123701915,-0.040129844,-0.23839793,0.309235,0.11011606,0.100723,0.08944647,0.021071106,-0.24460617,0.04884627,0.09982374,-0.1392429,0.15681547,-0.14526303,0.013781584,-0.089239866,0.1425386,-0.02155152,-0.019090315,-0.17968872,0.1221091,-0.086039305,-0.19848713,0.11986468,-0.184346,0.21611723,-0.21977969,-0.24277018,0.0035075112,0.008916074,0.008343819,0.05675569,0.13983262,-0.31002986,0.28076133,-0.05269537,-0.06646359,-0.0042243595,-0.2774462,-0.1255608,1
-0.124266416,0.043860063,-0.13521597,0.035480186,-0.110471934,0.15016747,0.16632836,0.19717813,-0.07184972,-0.08035188,-0.1742098,0.1266974,0.028750263,0.18508612,-0.11563599,-0.14659645,0.0020618506,-0.21070932,-0.08678778,0.016586019,-0.102562316,0.10003897,-0.021499448,0.16763686,0.2498863,-0.061432905,-0.17950602,0.06331915,-0.044789538,-0.13259473,-0.055248003,-0.1615059,-0.030484557,0.007888619,0.06786031,-0.053160157,0.1687074,-0.23595177,0.020226201,0.077331245,-0.008211292,-0.028277533,0.022433646,-0.11263873,0.032889206,-0.10028289,0.06545635,0.11420451,0.22235921,-0.08004142,-0.052634396,-0.28945956,0.010596126,-0.0518699,0.076386854,-0.104895346,-0.014089965,0.042133473,0.08752215,0.14973092,-0.04467155,-0.05180858,-0.19284096,0.18460996,0.07839738,0.03499868,0.08774627,0.019921398,-0.1629667,0.072600335,0.07861429,-0.090990916,0.07338771,-0.12589175,0.016961794,-0.049890295,0.07526337,0.029837767,-0.037922338,-0.17072244,0.044344917,-0.044938922,-0.13159367,0.1065155,-0.12848578,0.16951555,-0.13044602,-0.16330987,0.029985854,0.022704197,-0.044639748,0.03221536,0.109557964,-0.2148057,0.1650837,0.022878468,-0.037228942,0.07046667,-0.17539942,-0.102492005,0
-0.16812062,0.053365905,-0.18540768,0.034890596,-0.14309253,0.21215038,0.22511876,0.2642313,-0.10860477,-0.10259386,-0.24018,0.17438155,0.03820625,0.2412489,-0.16326477,-0.19131888,-0.009021617,-0.28575054,-0.12565073,0.01187108,-0.13269782,0.13775918,-0.019409822,0.22377355,0.3477008,-0.070187844,-0.24695349,0.09186485,-0.05785608,-0.16834724,-0.08237443,-0.21052867,-0.04647514,0.011995129,0.10473323,-0.06287897,0.22447844,-0.31697443,0.015656361,0.100548744,-0.0043948507,-0.040352356,0.025751213,-0.15634674,0.055482533,-0.1259789,0.08768213,0.14466132,0.30275208,-0.11087989,-0.06610334,-0.384524,0.019464873,-0.07423696,0.09628508,-0.1404031,-0.012981225,0.057854682,0.109662645,0.20198889,-0.05366912,-0.06690744,-0.25254425,0.26129827,0.106942534,0.046702046,0.118614055,0.028316325,-0.22112654,0.098214634,0.10265156,-0.13634942,0.09911874,-0.16506507,0.018745182,-0.07048658,0.097200595,0.025611116,-0.04488184,-0.21869563,0.06848123,-0.06836587,-0.17687045,0.14230686,-0.16860144,0.22681667,-0.17838602,-0.22443414,0.039110094,0.026793987,-0.052015763,0.0488895,0.14446011,-0.28861377,0.22365703,0.01932155,-0.054616954,0.07497465,-0.24156524,-0.12937228,1
-0.117810436,0.04654124,-0.13041726,0.029775133,-0.11246572,0.14036083,0.15778317,0.1859264,-0.068586014,-0.07861269,-0.17244577,0.11802645,0.026700465,0.17672256,-0.10981582,-0.1377522,0.0043471726,-0.19104034,-0.08467226,0.011674702,-0.09093841,0.0954235,-0.020251652,0.15637778,0.2347297,-0.058932148,-0.16709214,0.066971794,-0.04619866,-0.12454556,-0.052881185,-0.15191515,-0.026542552,0.011002089,0.07045552,-0.045472328,0.15804218,-0.21991904,0.016224971,0.07574632,-0.008658182,-0.023917241,0.024293246,-0.10383531,0.029310184,-0.09360438,0.06759795,0.104282126,0.20832272,-0.08064968,-0.058315493,-0.27869532,0.0019111832,-0.051827975,0.07416956,-0.09855084,-0.019774396,0.039688095,0.08180726,0.1388317,-0.043155942,-0.05105239,-0.18314539,0.17575206,0.07636784,0.03081268,0.08479636,0.01867324,-0.15242507,0.07160637,0.07640651,-0.089355014,0.067029946,-0.11810972,0.018704023,-0.048259374,0.06473162,0.030730454,-0.0359629,-0.16096216,0.03796232,-0.04161849,-0.12521915,0.10324441,-0.12095311,0.15803811,-0.12169985,-0.15311863,0.026137779,0.02126838,-0.048319913,0.032008983,0.10357258,-0.20628509,0.14880432,0.021769742,-0.036145076,0.07110614,-0.16010948,-0.097552925,1
