0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,Target
0.33257842,-0.10262603,0.37407038,-0.14714445,0.024741596,0.07875944,-0.11111226,0.23448154,-0.094451174,-0.28151554,-0.13639665,0.17904271,0.7218113,0.04782415,0.12210786,0.26120165,-0.03260971,-0.11517692,0.39796668,-0.06850686,-0.1637619,0.09830056,-0.14623056,0.022680497,0.21069086,0.35979143,-0.19056334,-0.053827945,0.06310431,0.021470938,0.07620259,-0.082441844,-0.202993,0.14202578,0.13881141,-0.37901706,-0.41872206,-0.22080235,0.14618985,0.15045068,-0.04426969,0.046708636,-0.055110313,-0.2329879,0.018902019,0.4450961,-0.058241524,-0.1136766,-0.23360531,-0.1260304,-0.23144114,-0.15542834,-0.19036646,0.24215691,-0.24492376,0.013029474,0.06452219,-0.04289964,0.09958644,0.07217391,0.07364631,0.078305505,-0.2157148,0.22641067,-0.05262882,0.24301973,0.0110657,0.18490271,-0.2181851,0.14385197,0.12085838,-0.16490282,0.3352044,0.2093636,-0.050334904,-0.12966639,0.01415054,0.46494612,0.26698184,0.09863643,0.5187496,0.30703768,-0.129815,-0.0049524163,0.033129804,0.22832666,-0.21545802,-0.055650264,0.06739901,-0.101510964,0.34025812,0.5331572,-0.35529572,-0.71045744,0.1265216,-0.1456342,-0.085188456,0.25602752,-0.27198115,0.15082176,0
0.30239904,-0.093528345,0.34117255,-0.13157004,0.023274533,0.07176331,-0.10110249,0.21626367,-0.08695318,-0.25596306,-0.12189791,0.16465177,0.65851706,0.043673098,0.11312358,0.23869428,-0.028996427,-0.10470142,0.3634926,-0.06326045,-0.14902237,0.08853514,-0.12987469,0.022268705,0.19427568,0.3272014,-0.17675589,-0.04754994,0.056455147,0.02098961,0.068225056,-0.07413778,-0.18939476,0.1291477,0.12689191,-0.346015,-0.38053963,-0.20354348,0.13077681,0.13394168,-0.038903024,0.0447706,-0.050451342,-0.21233343,0.01884942,0.40508243,-0.0526472,-0.10521085,-0.2160604,-0.113704056,-0.20473166,-0.14173013,-0.17161033,0.22088255,-0.22274195,0.01293582,0.057435695,-0.037722733,0.08997501,0.0663702,0.06805432,0.073466666,-0.19877258,0.2036673,-0.050983395,0.21992783,0.010444804,0.16560823,-0.20083556,0.128504,0.11251521,-0.15079087,0.30700576,0.19148861,-0.0415514,-0.11872415,0.010974163,0.42387924,0.24335566,0.090380706,0.4721607,0.2773836,-0.117620304,-0.0045436285,0.033741977,0.20821275,-0.19731607,-0.053341392,0.059350345,-0.093027286,0.31170508,0.48367146,-0.32242116,-0.64336085,0.11771794,-0.13281792,-0.076982945,0.23177294,-0.25080195,0.13786812,1
0.30047414,-0.0966779,0.3444048,-0.13621731,0.022518111,0.07274308,-0.09695676,0.21961725,-0.08705681,-0.25198388,-0.12281851,0.1655546,0.6631897,0.041862607,0.11684391,0.24242264,-0.028799199,-0.107085995,0.3628238,-0.06116723,-0.15245108,0.08205775,-0.12804827,0.017265784,0.19727562,0.3304346,-0.18221565,-0.040320884,0.057983007,0.018961323,0.06189908,-0.06256269,-0.19854836,0.12719284,0.12847419,-0.3448356,-0.3859588,-0.20957308,0.1308056,0.12934552,-0.031685155,0.04380076,-0.055075288,-0.20697261,0.019228883,0.40568018,-0.059623152,-0.10682786,-0.22099812,-0.11334666,-0.19676717,-0.14551298,-0.16618025,0.22125578,-0.22591305,0.01702843,0.054929297,-0.03681158,0.0846375,0.07198784,0.07182496,0.07304824,-0.20417713,0.20101643,-0.043622453,0.22225644,0.009695365,0.16090345,-0.20549625,0.12394447,0.10659558,-0.15648167,0.3075112,0.19019996,-0.042668086,-0.12632035,0.014077317,0.41842762,0.24290805,0.08650213,0.47583902,0.27396196,-0.12416118,-0.0068744826,0.031037165,0.21265261,-0.19551052,-0.045645084,0.055168003,-0.09411019,0.31842282,0.47869468,-0.32367396,-0.6414626,0.12942183,-0.13206975,-0.077451006,0.23373495,-0.2551861,0.14677523,1
0.28944227,-0.08876312,0.32723132,-0.124750614,0.022738982,0.06977517,-0.097281694,0.20296258,-0.079635486,-0.24799477,-0.11886797,0.15466659,0.62723136,0.04105898,0.10472327,0.22588176,-0.028361632,-0.09711435,0.34537718,-0.056825075,-0.14348942,0.08593251,-0.12709266,0.020338727,0.18612348,0.31388527,-0.1640249,-0.047075853,0.057424914,0.018712966,0.06824279,-0.071760364,-0.17627369,0.124512404,0.117732115,-0.32631198,-0.36211655,-0.19053912,0.12493021,0.13140465,-0.040069267,0.040840384,-0.046302058,-0.20010194,0.017599605,0.38629454,-0.04808732,-0.099842794,-0.20401359,-0.10814483,-0.20313081,-0.13264467,-0.16886018,0.21158765,-0.21337348,0.010010668,0.05690129,-0.036277115,0.08674062,0.061165668,0.06389374,0.0704714,-0.18548912,0.19637927,-0.048697855,0.20808631,0.0085492125,0.15943514,-0.18423134,0.12551524,0.10486137,-0.14083785,0.29310855,0.18312149,-0.043094598,-0.10964081,0.011926582,0.40566775,0.2314341,0.08599279,0.4466581,0.26692665,-0.10885072,-0.0057843463,0.02930289,0.19720654,-0.18726698,-0.050734516,0.055248987,-0.09091139,0.29562956,0.46276796,-0.30738637,-0.61657405,0.10735865,-0.12519547,-0.07389622,0.22134247,-0.23584591,0.12992865,1
0.3072509,-0.09581153,0.34945533,-0.13583945,0.02359741,0.073045984,-0.10199727,0.21955548,-0.087869056,-0.26269105,-0.1260282,0.16738518,0.6746988,0.045938723,0.116428226,0.24359857,-0.030407002,-0.10696022,0.37070996,-0.064363375,-0.15262139,0.08944102,-0.13361806,0.021584513,0.1992177,0.33553764,-0.17963241,-0.04769236,0.058055036,0.020044219,0.06885621,-0.07288139,-0.19363698,0.13195232,0.12985335,-0.35391042,-0.39106068,-0.20807028,0.13410717,0.13811289,-0.038827397,0.044715304,-0.053863492,-0.2159606,0.017990962,0.41486952,-0.055285886,-0.10780452,-0.22166196,-0.117114775,-0.20910875,-0.1470473,-0.17619435,0.22555293,-0.22870117,0.014444852,0.05967325,-0.039097585,0.08983521,0.070221454,0.07021751,0.073773354,-0.20316274,0.20887026,-0.04961792,0.22727332,0.011763333,0.16997764,-0.20556492,0.13160259,0.11249625,-0.15453488,0.31366953,0.1946381,-0.044396613,-0.12344673,0.011298052,0.43262422,0.24962838,0.09205108,0.48426566,0.2847478,-0.12164761,-0.0038770367,0.032871913,0.21383476,-0.20118397,-0.04992451,0.061652705,-0.09368776,0.31895572,0.49315298,-0.33140102,-0.65870136,0.12200776,-0.13639793,-0.08033665,0.2392869,-0.25759578,0.1417158,1
0.26733893,-0.082514636,0.3003098,-0.11701341,0.020495038,0.06337478,-0.089880124,0.18621601,-0.07450844,-0.22981158,-0.10999135,0.14473967,0.5803525,0.039393194,0.09822204,0.21023384,-0.026322067,-0.09203732,0.31737345,-0.054005276,-0.13146375,0.07989732,-0.11907258,0.01914825,0.1701377,0.29055697,-0.15060288,-0.04387749,0.052042585,0.01740769,0.062086415,-0.06752564,-0.1636079,0.11487299,0.10985319,-0.3036124,-0.33548048,-0.1778167,0.115540445,0.12373851,-0.034953587,0.03859105,-0.042648304,-0.18624541,0.01703715,0.35837013,-0.04589773,-0.092113174,-0.18848267,-0.09888734,-0.18649456,-0.12542152,-0.15549403,0.19623096,-0.19822657,0.009875377,0.05226341,-0.034140646,0.07958336,0.057124607,0.059226353,0.06583831,-0.1725256,0.18176052,-0.04311938,0.19661388,0.007351623,0.146472,-0.17268454,0.11539155,0.09714557,-0.13076086,0.26906472,0.16860542,-0.038617603,-0.101191506,0.010189578,0.3759442,0.21625678,0.08154109,0.41532946,0.24633972,-0.103076495,-0.0030959614,0.026372394,0.1811834,-0.17348453,-0.046059527,0.053373653,-0.08274877,0.2711379,0.42949516,-0.28623953,-0.57124287,0.09885408,-0.11666676,-0.06822837,0.20753793,-0.21938999,0.119947895,1
0.32111832,-0.12553434,0.35968226,-0.17658165,0.030192427,0.07319262,-0.073112614,0.24906753,-0.09535175,-0.24262454,-0.10990122,0.19624834,0.6785603,0.03198442,0.13187753,0.26816487,-0.044891838,-0.10590067,0.35253665,-0.06779953,-0.16313633,0.085512854,-0.0861227,-0.011168865,0.22511217,0.34106782,-0.22578837,-0.01380376,0.06770975,0.03736533,0.044724002,-0.040716562,-0.24880455,0.1374825,0.17426926,-0.34895346,-0.39754784,-0.23255858,0.11869513,0.091223,-0.018384995,0.04694662,-0.06132834,-0.21815565,0.034364436,0.43058002,-0.10365836,-0.11152512,-0.21711937,-0.119445674,-0.14658241,-0.1665028,-0.12166826,0.21315187,-0.21255161,0.05415383,0.036771454,-0.032813553,0.061949827,0.11015881,0.090118244,0.09728639,-0.23275462,0.18305986,-0.01198971,0.2536296,0.019429153,0.12841079,-0.23531665,0.098113246,0.10836648,-0.17253199,0.29795375,0.20635548,-0.021097833,-0.16405307,0.013296494,0.39954895,0.26290897,0.096662514,0.49508002,0.24749899,-0.15532193,-0.0086344145,0.027678747,0.23526293,-0.19193634,-0.05016139,0.045366384,-0.11175365,0.3535551,0.4829127,-0.33055636,-0.64034694,0.17871143,-0.14849097,-0.07579751,0.21200836,-0.26339045,0.16640198,1
0.30074468,-0.0928413,0.34078068,-0.1348664,0.02331341,0.07021309,-0.10039067,0.21420607,-0.085498385,-0.25496688,-0.123774305,0.16347198,0.6567801,0.04382653,0.11324497,0.2383725,-0.029710097,-0.10682002,0.3622459,-0.06244845,-0.14922534,0.08816757,-0.13362737,0.019847356,0.19134338,0.32706824,-0.17361796,-0.049171414,0.056579337,0.019900642,0.067248076,-0.073564604,-0.18655956,0.12905008,0.12671146,-0.34442893,-0.38049853,-0.20353118,0.13321799,0.13560587,-0.0389353,0.042530656,-0.051248845,-0.21088476,0.016559264,0.40464482,-0.054141603,-0.10316866,-0.2127397,-0.11584037,-0.20731595,-0.14175984,-0.17106333,0.2207861,-0.22308877,0.013871842,0.058719534,-0.03890356,0.08910652,0.06760799,0.06655204,0.07025454,-0.19838059,0.20504934,-0.046630815,0.22182173,0.011043781,0.16598317,-0.20079525,0.12946653,0.10999281,-0.1510074,0.30399677,0.19006078,-0.04468202,-0.12021235,0.0126962615,0.4208969,0.24299063,0.089456536,0.4729158,0.2795482,-0.11942384,-0.0035313219,0.030263057,0.2087718,-0.19473311,-0.048679225,0.062955946,-0.09147347,0.31095478,0.48378986,-0.3233403,-0.6453837,0.11812961,-0.13330525,-0.07831496,0.23258244,-0.24892503,0.13838938,0
0.38289526,-0.12527564,0.4304638,-0.17357631,0.028638437,0.08895638,-0.12469837,0.2799098,-0.11256024,-0.31816855,-0.1505499,0.21165901,0.8271019,0.048356473,0.14645435,0.30748037,-0.038961638,-0.13765599,0.45783767,-0.08012799,-0.18777716,0.107404865,-0.1557055,0.016559413,0.24629736,0.41324493,-0.22678548,-0.055951763,0.07538613,0.028329462,0.07883703,-0.088564515,-0.24635689,0.16475697,0.17017025,-0.43148908,-0.4814974,-0.25894699,0.16283442,0.15565145,-0.04757752,0.055804405,-0.06914169,-0.27061757,0.02206388,0.5148986,-0.079491094,-0.12705915,-0.26357588,-0.1475624,-0.24938172,-0.17810243,-0.2025137,0.2759477,-0.28132576,0.024052164,0.06933525,-0.048190217,0.10591149,0.088747166,0.0923048,0.09357333,-0.25731543,0.24840482,-0.04965849,0.28379595,0.013644696,0.20280153,-0.2645254,0.1573179,0.14067005,-0.1984918,0.38424817,0.24091591,-0.047541272,-0.15809727,0.01409375,0.52301663,0.308206,0.11220494,0.6029436,0.3424767,-0.15987882,-0.006838894,0.036035962,0.2647257,-0.24572122,-0.06185746,0.07739023,-0.11781166,0.39324388,0.6066764,-0.40387166,-0.81294996,0.16052864,-0.17183,-0.09550929,0.28655633,-0.3156654,0.18017538,1
0.3111893,-0.09648685,0.35186416,-0.13484478,0.025034828,0.07562588,-0.105574384,0.21748453,-0.08580491,-0.2671735,-0.12958485,0.16667828,0.6744194,0.044119176,0.11385469,0.24419132,-0.02941268,-0.10683857,0.3714083,-0.06281751,-0.15075573,0.09146843,-0.1382815,0.023389492,0.19922137,0.33652756,-0.177556,-0.050443232,0.059743762,0.018524013,0.07274939,-0.0794836,-0.18971714,0.13230613,0.12566596,-0.35153624,-0.39221674,-0.20525213,0.1337711,0.14199273,-0.042070948,0.04543745,-0.050509498,-0.21680327,0.019764056,0.41702193,-0.051720724,-0.108609214,-0.21930426,-0.11618582,-0.21803723,-0.1432477,-0.18147609,0.22722453,-0.23058897,0.010224919,0.06097383,-0.040331986,0.093337335,0.06531377,0.07030778,0.07382126,-0.20210841,0.21099356,-0.05280458,0.2256492,0.008749214,0.17315893,-0.20173153,0.1343858,0.11282277,-0.15335377,0.3178803,0.1961944,-0.044889674,-0.11836278,0.011235366,0.43624315,0.24815676,0.09375211,0.48318338,0.28595784,-0.120581456,-0.0054702107,0.032283343,0.21272545,-0.20251422,-0.052537978,0.06064169,-0.09639405,0.31709284,0.49947217,-0.33177075,-0.6647369,0.115106024,-0.1362165,-0.08015477,0.24063015,-0.25571716,0.14039968,1
